domain,scripts,Prediction
www.linkedin.com,https://static.licdn.com/aero-v1/sc/h/80ndnja80f2uvg4l8sj2su82m,0
gcbaz.com,https://gcbaz.com/wp-content/plugins/cleantalk-spam-protect/js/apbct-public-bundle.min.js?ver=6.53,0
idp.consumercardaccess.com,https://content.consumercardaccess.com/fp/check.js?org_id=9gelmn75&session_id=daaccab0-fd3d-4dd3-afb7-9f31e3352f69&pageid=1,2
cibng.ibanking-services.com,https://content.ibanking-services.com/fp/check.js?org_id=qn4omaj3&session_id=29EA8312EDD644F6BBA58AE0A1FDEF5B&pageid=1,2
my.stonebank.com,https://my.stonebank.com/a/nudata/api/v0/institutions/5c67bc08-d221-c04f-bda0-9b48e1c686a1/proxy/2.2/w/w-450899/sync/js/,1
my.oakstarbank.com,https://my.oakstarbank.com/a/nudata/api/v0/institutions/bd22c266-ec46-4d92-b47b-118400037118/proxy/2.2/w/w-795845/sync/js/,1
web17.secureinternetbank.com,https://web17.secureinternetbank.com/18f5227b-e27b-445a-a53f-f845fbe69b40/stormcaster.js,0
cibng.ibanking-services.com,https://content.ibanking-services.com/fp/check.js?org_id=qn4omaj3&session_id=3D47F5E047364D84869031829BBDE3F6&pageid=1,2
my.calpacificbank.com,https://my.calpacificbank.com/a/nudata/api/v0/institutions/b384f2ff-758e-93a6-9ffe-39b2899890f9/proxy/2.2/w/w-246239/sync/js/,1
cno.cnb.com,https://content-48.cnb.com/k-Iadq4zpPNcak4x?a954b74588c0135f=6ND7wCgh-y5fHgSjWWawQayBhRxzuqc0Ve1r2yhYRqOi3aW6A2Mqq6HHab2fd7gGi4xQ-d8OpMK9VgIJkchcvqS_PSZesG769AxHax1xtQawoXVV-9nu7d_Arkkh3RjiWnro-SEqhJfsraClMkYcICDbx8AHSgBXmilAlsljp9jBU1BDV8upNr-C8gtqP4yHjaVvm9gRGs_YvywPLWHKl__BTG1y&jb=373a262668716d75354e6b6e7770266873673544696c7d702e687362753d466b7267666f7a2e6a73603f44697a67646f7a2d3232313a39,2
cno.cnb.com,https://content-48.cnb.com/Q4A-YhMyK3O-Zjkl?01519ae1e0d25f36=PTLNPccbZj1wc4Xp-VPStF6MZK1OPtq-tewdVpWCyR60QiMifbL0fo0MN3dqd5JUqQ4bP2LUmaUvoCUDFqf8VcsHOOCF_24PT8r6bb9k4tCAk6NUTEhK0cc0-PRrxGxfJlcRtU6kY0tK3P73KivYD8hT3qdvT4j4N2HB3JnN5T1_uQ16FxrUBuR9bgdKK_7oFJVLuV1tJQzv-qVV_IZQ17tcrwoh&jb=3532242468736d75354c6b6c7770266873673544696e7570266871627d3d4461726d646f78266871603d44697a65646d7a2d3232313a39,2
cibng.ibanking-services.com,https://content.ibanking-services.com/fp/check.js?org_id=qn4omaj3&session_id=C35533F9C41E4F3CA4C9065AEA3B4D0F&pageid=1,2
my.bankofthesierra.com,https://my.bankofthesierra.com/a/nudata/api/v0/institutions/0a01dcd3-a8cd-485b-a50b-6021e6dad2ce/proxy/2.2/w/w-673334/sync/js/,1
www.citi.com,https://www.citi.com/cbol-pre-login-static-assets/cbol-core-assets/cedric/cedric.js,1
www.citi.com,https://www.citi.com/public/5779dee086a1555bf6f96086ea852669dd0011213c3f,2
www.citi.com,https://content22.online.citi.com/5nEalyYnzNw4q_Jg?1583ab8f2bfb1a59=1-o55IIqSCHmsB3qO4yFQQ4mf9TxBkSYQRqc3me3FOLsIeF6RiFGISEAJrKrO7k_mdK_TYCea1vyqIoWoAlfZf8-AG0xtet1ZiH1SRnc-2AUBp7WpOaFpwv0A0z_r8MnUg2_5NUE1XpCk0nQ6SCkVFtCi6zDPnZPsfDY_HUuolHuhtrQelwdI9VbitA_Bzn7yH562orY08LIAEJUybT0jc6vbO7azbw4LMMgkQgCC0zVQp_xnmzJ93MnLKorvygUOg&jb=3530262e68736d753d4c6b6c75782468736d3d4c696c75782e6a7162753f446172676e6778246873603f466b7065646778273032333031,2
californiabankofcommerce.ebanking-services.com,https://content.ebanking-services.com/fp/check.js?org_id=qn4omaj3&session_id=DB1C3C54C6FB45BC94FEF10417744DFD&pageid=1,2
online.alpinebank.com,https://online.alpinebank.com/a/nudata/api/v0/institutions/bd22c266-ec46-4d92-b47b-118400007099/proxy/2.2/w/w-977718/sync/js/,1
my.hpbgo.com,https://my.hpbgo.com/a/nudata/api/v0/institutions/eb43f010-2a4c-11e9-b0d1-2e7460a74230/proxy/2.2/w/w-599317/sync/js/,1
crm.iwpmts.com,https://cdn.iriscrm.com/assets/main/c03d3116/build/assets/index-06040b24.js,0
cassbank.ebanking-services.com,https://content.ebanking-services.com/fp/check.js?org_id=qn4omaj3&session_id=566B9B48CCF641939097D68157783EDB&pageid=1,2
my.intrustbank.com,https://my.intrustbank.com/a/nudata/api/v0/institutions/bebefa60-b256-11ea-a63f-4e59ba7d84a1/proxy/2.2/w/w-621219/sync/js/,1
cibng.ibanking-services.com,https://content.ibanking-services.com/fp/check.js?org_id=qn4omaj3&session_id=E6F0E08B1A8A4626B94C3BB6B3A3733F&pageid=1,2
cno.cnb.com,https://content-48.cnb.com/8cx8eD4TYiv8vKAo?2eaeccb9d880dd49=LH9eu2xLOjvj6f6qgKy_d6Cnu6vTjw-146NcZSYnzxGG0YutK7bQPNTN-uZoZZiML2ra66lHyIqJ3tQnFcC-K14OxlJefhZdxUphvHyB04iav0FG2aeI5RXxcQH4TGjFRDD2g_i9qHaLf5_hFHGEPHcYP5xtTW7IWMwLTLTw56g7cXc1h1ML6EQYTe_bjMyCXNF1eXlpGx6J4WvBok4WKTxBWI_P&jb=353a262e68716d77354e6b6c7570266a716d35446b6e7570266871627735446b7067646f782e6a7b603f446b7a67646d782d3230333039,2
www.us.hsbc.com,https://www.isst.us.hsbc.com/JavascriptInsert.js,1
www.us.hsbc.com,https://hsbc.edge.sdk.awswaf.com/hsbc/dxp/challenge.js,0
www.southstatebank.com,https://script.hotjar.com/modules.47bdc3ea03ae568fad7d.js,0
www.us.hsbc.com,https://tags.tiqcdn.com/utag/hsbc/us-rbwm-gsp/prod/utag.785.js?utv=ut4.47.202211171115,1
www.us.hsbc.com,https://www.us.hsbc.com/etc.clientlibs/DSP_SaaS_Milestone-Global/clientlibs/clientlib-all/resources/min/Transmitpolyfills.b0f8807692fdac77d053.js,0
secure.bankofamerica.com,https://secure.bankofamerica.com/client/helper/spa-assets/components/utilities/client-helper/behbio/vendb/4.0.0/js/vendb.js,1
